FCID,FCID Name,Marketing Sales Designation,Language Designation,Fixture Type Code,Fixture Type Name,Zone,Subzone,Fixture Instance Priority,Within 10 Feet
15703,Double Diamond,Flagship,,4C,Teller Fixture (base),Teller,Small Teller,1,TRUE
15703,Double Diamond,Flagship,,19B,Dual Brand Fixture,Office,Relationship Manager,3,FALSE
