FCID,FCID Name,Marketing Sales Designation,Language Designation,Fixture Type Code,Fixture Type Name,Zone,Subzone,Fixture Instance Priority,Within 10 Feet
7519,Capitol Hill,Community,Spanish,14UD,Universal Desktop,Office,Small Business,1,FALSE
7519,Capitol Hill,Community,Spanish,14UD,Universal Desktop,Office,Small Business,2,FALSE
