FCID,FCID Name,Marketing Sales Designation,Language Designation,Fixture Type Code,Fixture Type Name,Zone,Subzone,Fixture Instance Priority,Within 10 Feet
16783,Elmhurst,BAU,Spanish,19A,Teller Services Fixture,Teller,Behind Teller,1,TRUE
16783,Elmhurst,BAU,Spanish,19B,Dual Brand Fixture,Lobby & Waiting,All,1,FALSE
16783,Elmhurst,BAU,Spanish,19B,Dual Brand Fixture,Lobby & Waiting,All,2,FALSE
16783,Elmhurst,BAU,Spanish,19B,Dual Brand Fixture,Lobby & Waiting,All,3,FALSE
