FCID,FCID Name,Marketing Sales Designation,Language Designation,Fixture Type Code,Fixture Type Name,Zone,Subzone,Fixture Instance Priority,Within 10 Feet
14335,Allston,Community,Spanish,10N,Desktop Neutral/FC,Office,Relationship Manager,6,FALSE
14335,Allston,Community,Spanish,10N,Desktop Neutral/FC,Office,Relationship Manager,7,FALSE
