FCID,FCID Name,Marketing Sales Designation,Language Designation,Fixture Type Code,Fixture Type Name,Zone,Subzone,Fixture Instance Priority,Within 10 Feet
11564,Tarpon Mall,BAU,,1B,Entry Display (wall),Lobby & Waiting,All,1,FALSE
